title,price,location,url,page
Sx stratocaster elektro gitar,8.000 TL,"İzmir
Menderes",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-stratocaster-elektro-gitar-1223078694/detay,26
Sıfır hiç kullanılmamış elektro gitar seti,8.000 TL,"Elazığ
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-hic-kullanilmamis-elektro-gitar-seti-1222850522/detay,26
Cort X-2 BK Elektro Gitar & Masterwork LG20R Amfi,9.999 TL,"İstanbul
Esenyurt",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-x-2-bk-elektro-gitar-masterwork-lg20r-amfi-1222844389/detay,26
Fernandes elektrik gitar mükemmel durumda,7.000 TL,"Antalya
Konyaaltı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fernandes-elektrik-gitar-mukemmel-durumda-1222847943/detay,26
Gibson lespaul standart 1995,135.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-lespaul-standart-1995-1222846282/detay,26
Cort X3 Elektro Gitar ACİL SATILIK,8.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-x3-elektro-gitar-acil-satilik-1222844807/detay,26
"elektro gitar, amfi ve yedek tel (ayrı da veririm)",9.980 TL,"İzmir
Torbalı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-amfi-ve-yedek-tel-ayri-da-veririm-1222842141/detay,26
Ibanez art300,11.000 TL,"İstanbul
Fatih",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-art300-1217310364/detay,27
Cort Z Custom 1,20.000 TL,"Tekirdağ
Süleymanpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-z-custom-1-1222835500/detay,27
İbanez Team J Craft Japon,44.000 TL,"Samsun
Bafra",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-team-j-craft-japon-1223042800/detay,27
ESP LTD M-250 (H/H/H Kore),20.000 TL,"Kocaeli
Darıca",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-ltd-m-250-h-h-h-kore-1223039515/detay,27
Elektro gitar seti,7.850 TL,"Kırklareli
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-seti-1222799825/detay,27
Cort x2 elektro gitar,4.500 TL,"İstanbul
Ümraniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-x2-elektro-gitar-1223022966/detay,27
squier affinitty elektro gitar.,10.000 TL,"İzmir
Çeşme",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-affinitty-elektro-gitar-1223024895/detay,27
Madison elektro gitar marshall mg10 amfi,8.000 TL,"İzmir
Bornova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-madison-elektro-gitar-marshall-mg10-amfi-1223017497/detay,27
Suhr Custom Classic,122.000 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-suhr-custom-classic-1211031784/detay,27
Acil İhtiyaçtan Satılık JACKSON (modifiyeli) [SON FİYAT!!],4.500 TL,"Giresun
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-ihtiyactan-satilik-jackson-modifiyeli-son-fiyat-1223005800/detay,27
ACİL SATILIK BU FİYATA KAÇMAZ ELEKTRO GİTAR,3.300 TL,"Kırıkkale
Yahşihan",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-satilik-bu-fiyata-kacmaz-elektro-gitar-1222768359/detay,27
Schecter BANSHEE-6 FR SGR,8.000 TL,"İstanbul
Ataşehir",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-banshee-6-fr-sgr-1222985410/detay,27
Fender Highway One 2005 American Stratocaster Doktordan Temiz,63.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-highway-one-2005-american-stratocaster-doktordan-temiz-1222751864/detay,27
American Fender 40th Anniversary Stratocaster 1994,88.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-american-fender-40th-anniversary-stratocaster-1994-1222743876/detay,27
GRAND MASTER custom shop,295.000 TL,"Hatay
Dörtyol",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-grand-master-custom-shop-1222745429/detay,27
Ibanez grx 20,8.000 TL,"Tokat
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-grx-20-1222729986/detay,27
Squier Bullet Telecaster,6.000 TL,"İzmir
Menemen",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-bullet-telecaster-1197483221/detay,27
SX Telecaster SX / STL/ASH/NA,6.500 TL,"Eskişehir
Tepebaşı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-telecaster-sx-stl-ash-na-1219188804/detay,27
Fender California Series 1997 Stratocaster,48.000 TL,"İstanbul
Beyoğlu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-california-series-1997-stratocaster-1222925981/detay,27
Epiphone les paul classic worn,27.000 TL,"İstanbul
Küçükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-les-paul-classic-worn-1222926733/detay,27
Epiphone les paul classic worn,27.000 TL,"İstanbul
Küçükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-les-paul-classic-worn-1222926733/detay,28
fender vintera ii 60s rosewood sunburst stratocaster,75.000 TL,"Konya
Meram",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-vintera-ii-60s-rosewood-sunburst-stratocaster-1222926728/detay,28
ESP LTD EC-1000,35.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-ltd-ec-1000-1222700696/detay,28
Squier Bullet Strat,7.250 TL,"İstanbul
Beyoğlu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-bullet-strat-1222925949/detay,28
Rockson Stratocaster Elektro Gitar,5.750 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-rockson-stratocaster-elektro-gitar-1217002180/detay,28
Ibanez S320 Perdesiz,15.000 TL,"Balıkesir
Edremit",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-s320-perdesiz-1139818478/detay,28
ibanez elektro gitar,13.000 TL,"Ankara
Altındağ",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-elektro-gitar-1222919826/detay,28
extreme xe20 gitar,5.000 TL,"Ankara
Akyurt",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-extreme-xe20-gitar-1222689855/detay,28
japon rg 550 limited Ibanez,30.000 TL,"İstanbul
Gaziosmanpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-japon-rg-550-limited-ibanez-1222890388/detay,28
Schecter Reaper 6 - Çelik Perde & Kilitli Burgu - Wagon 05 Case,28.000 TL,"Eskişehir
Tepebaşı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-reaper-6-celik-perde-kilitli-burgu-wagon-05-case-1222658775/detay,28
YAMAHA PACİFİCA AÇIKLAMAYI OKUYUN LÜTFEN,14.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yamaha-pacifica-aciklamayi-okuyun-lutfen-1222653427/detay,28
Jackson v kasa elektro gitar king v js32t,16.500 TL,"Konya
Karatay",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-jackson-v-kasa-elektro-gitar-king-v-js32t-1222868663/detay,28
IBANEZ RG 2620 QM Prestige (Japan) 2004,55.000 TL,"Samsun
Atakum",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg-2620-qm-prestige-japan-2004-1222862812/detay,28
Washburn Pro X10 Elektro Gitar / Elixir Nanoweb 9-42 Tel / Kılıf,6.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-washburn-pro-x10-elektro-gitar-elixir-nanoweb-9-42-tel-kilif-1222637098/detay,28
IBANEZ AR520H-BK,22.000 TL,"Tekirdağ
Çorlu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-ar520h-bk-1210010025/detay,28
Cort s2900,20.000 TL,"Rize
Güneysu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-s2900-1222857844/detay,28
İBANEZ GİO GRX70 ELEKTRO GİTAR,11.500 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-gio-grx70-elektro-gitar-1224710687/detay,28
İBANEZ GİO GRG121SP,12.500 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-gio-grg121sp-1224711669/detay,28
Sx Stratocaster elektro gitar (Trans blue),8.500 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-stratocaster-elektro-gitar-trans-blue-1224709156/detay,28
"İbanez rg8-wh / 8 telli elektro gitar, art tube mp preamp",30.000 TL,"İstanbul
Maltepe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg8-wh-8-telli-elektro-gitar-art-tube-mp-preamp-1222849315/detay,28
Sx Les Paul elektro,5.000 TL,"Muğla
Ortaca",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-les-paul-elektro-1222612928/detay,29
IBANEZ GRG170DX,10.500 TL,"İzmir
Buca",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-grg170dx-1222819332/detay,29
Gibson les Paul standard 60s,77.500 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-les-paul-standard-60s-1222809531/detay,29
Fender Mexico Standart Stratocaster,24.000 TL,"İzmir
Karabağlar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-mexico-standart-stratocaster-1222819131/detay,29
SQUIER AFFINITY HSS STRAT,10.000 TL,"İstanbul
Küçükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-affinity-hss-strat-1222581255/detay,29
SX SST ASH NA Elektro Gitar,8.500 TL,"Samsun
Canik",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-sst-ash-na-elektro-gitar-1222579430/detay,29
SX Stratocaster Elektro Gitar (2-Tone Sunburst),4.250 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-stratocaster-elektro-gitar-2-tone-sunburst-1222575275/detay,29
Sx elektro gitar,6.000 TL,"Çanakkale
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-elektro-gitar-1222569857/detay,29
Acepro elektro gitar ve anfi,7.000 TL,"İzmir
Gaziemir",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acepro-elektro-gitar-ve-anfi-1222767730/detay,29
Ibanez GS140 - Çok az kullanıldı,6.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-gs140-cok-az-kullanildi-1222742267/detay,29
Ibanez GRG170DX elektrogitar hiç kullanılmadı,12.000 TL,"Kayseri
Melikgazi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-grg170dx-elektrogitar-hic-kullanilmadi-1222728450/detay,29
ESP LTD KH-3 Spider Kirk Hammet Signature 30th Anniversarry,45.500 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-ltd-kh-3-spider-kirk-hammet-signature-30th-anniversarry-1203036110/detay,29
,,,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-telli-sb2f-sok-indirim-toptan-hh-ibanez-yok-mukemmel-846829564/detay,29
cort x11 ve marshall amfi ve digitech pedal,18.000 TL,"İstanbul
Sarıyer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-x11-ve-marshall-amfi-ve-digitech-pedal-1222739735/detay,29
İbanez prestige S seri japon S1625,33.000 TL,"Kocaeli
İzmit",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-prestige-s-seri-japon-s1625-1222545085/detay,29
Fender Player Plus Strat,47.500 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-player-plus-strat-1222547355/detay,29
Fender Usa Standart Stratocaster (Modlu-Takaslı),69.999 TL,"Samsun
İlkadım",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-usa-standart-stratocaster-modlu-takasli-1204177851/detay,29
2011 American Special Strat (USA) SSS,45.000 TL,"İstanbul
Şişli",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-2011-american-special-strat-usa-sss-1222543339/detay,29
Fender customshop corona süper strat elektro gitar,12.500 TL,"Ankara
Mamak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-customshop-corona-super-strat-elektro-gitar-1222710094/detay,29
Hem elektro hem akustik,9.000 TL,"Bursa
Orhangazi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-hem-elektro-hem-akustik-1222706287/detay,29
Ibanez RGT6EX,20.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rgt6ex-1222532789/detay,29
"MANUEL RAYMOND MRE3BK ELEKTRO GİTAR, BLUESMAN GA-15",15.000 TL,"Bursa
Orhangazi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-manuel-raymond-mre3bk-elektro-gitar-bluesman-ga-15-1222703667/detay,30
Kusursuz Jackson Js32 Kelly FR,17.000 TL,"Kocaeli
İzmit",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kusursuz-jackson-js32-kelly-fr-1222703994/detay,30
elektro gitar + amfi,9.000 TL,"Bursa
Osmangazi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-plus-amfi-1222527701/detay,30
Squier Affinity serisi stratocaster HSS,11.000 TL,"Ankara
Keçiören",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-affinity-serisi-stratocaster-hss-1222688191/detay,30
Fender stratocaster usa deluxe,65.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-stratocaster-usa-deluxe-1222519685/detay,30
Vgs eruption,11.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-vgs-eruption-1222517138/detay,30
KOZMOS KLP-SPCLII-VS ELEKTRO GİTAR,4.000 TL,"Ankara
Yenimahalle",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kozmos-klp-spclii-vs-elektro-gitar-1222690630/detay,30
Fender stratocaster japan,24.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-stratocaster-japan-1222514921/detay,30
Squier Bullet Strat HSS ve Fender 10G,8.500 TL,"İstanbul
Sarıyer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-bullet-strat-hss-ve-fender-10g-1221048130/detay,30
Fender Player Telecaster Tidepool 75. Yıl - Yalnızca Nakit,23.500 TL,"İzmir
Karabağlar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-player-telecaster-tidepool-75-yil-yalnizca-nakit-1222685063/detay,30
"SLASH Les Paul ""KAPALI KUTU"" Sözde değil özde SIFIR",153.000 TL,"İstanbul
Kağıthane",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-slash-les-paul-kapali-kutu-sozde-degil-ozde-sifir-1222680800/detay,30
Schecter c6 plus ve blackstar id core10 v3,18.000 TL,"İstanbul
Küçükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-c6-plus-ve-blackstar-id-core10-v3-1222504076/detay,30
,,,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acele-sb2f-var-sok-indirim-gibson-mukemmel-hh-gitar-846867689/detay,30
Kramer marka elektro gitar ikinci el,9.750 TL,"İstanbul
Ümraniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kramer-marka-elektro-gitar-ikinci-el-1222501767/detay,30
Jackson DXMG japon,36.999 TL,"Kocaeli
Dilovası",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-jackson-dxmg-japon-1222488394/detay,30
Çok Temiz SX Stratocaster Gitar,5.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cok-temiz-sx-stratocaster-gitar-1222491008/detay,30
Tertemiz İbanez S470 Tüm Bakımları Yapılmış,21.500 TL,"İzmir
Seferihisar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-tertemiz-ibanez-s470-tum-bakimlari-yapilmis-1140336269/detay,30
TAKASLI CUSTOM STRATOCASTER,14.500 TL,"Afyonkarahisar
Çay",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-takasli-custom-stratocaster-1222664942/detay,30
Godin Progression Elektro Gitar,29.000 TL,"Antalya
Manavgat",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-godin-progression-elektro-gitar-1222650708/detay,30
Ibanez Az242 Tr'de az sayıda,49.000 TL,"Antalya
Manavgat",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-az242-tr-de-az-sayida-1222649237/detay,30
Musicman Jp6 piezzo,112.000 TL,"Antalya
Manavgat",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-musicman-jp6-piezzo-1222647935/detay,30
Musicman Jp6 piezzo,112.000 TL,"Antalya
Manavgat",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-musicman-jp6-piezzo-1222647935/detay,31
Gibson sg elektro gitar,31.500 TL,"İstanbul
Ümraniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-sg-elektro-gitar-1222474233/detay,31
ilk sahıbınden pıyasanın en temız elektrosu,5.200 TL,"Trabzon
Araklı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ilk-sahibinden-piyasanin-en-temiz-elektrosu-1222638452/detay,31
İbanez Jem 555 White,28.500 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-jem-555-white-1222622538/detay,31
Yamaha AES Frank Gambale Signature Japan,80.000 TL,"Antalya
Muratpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yamaha-aes-frank-gambale-signature-japan-1222624592/detay,31
Jackson Js11 Dinky Elektro Gitar,6.250 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-jackson-js11-dinky-elektro-gitar-1222452594/detay,31
CORT X-2 ELEKTRO GİTAR,6.400 TL,"İstanbul
Küçükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-x-2-elektro-gitar-1222624853/detay,31
"ibanez elektro gitar , amfi set ( full + full süper kalite )",13.750 TL,"Mersin
Yenişehir",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-elektro-gitar-amfi-set-full-plus-full-super-kalite-1084906209/detay,31
elektro gitar seti ( full + full& kalite isteyen buraya),17.750 TL,"Mersin
Yenişehir",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-seti-full-plus-full-kalite-isteyen-buraya-1071913224/detay,31
ibanez RG450M,27.500 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg450m-1222614573/detay,31
Acil satılık elektro gitar,26.000 TL,"İzmir
Balçova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-satilik-elektro-gitar-1222442203/detay,31
Sıfır ayarında ihtiyaçtan satılık,15.000 TL,"Samsun
İlkadım",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-ayarinda-ihtiyactan-satilik-1222441320/detay,31
ESP M III FR USA Customshop pearl white Dünyada 1'den 1'i,160.000 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-m-iii-fr-usa-customshop-pearl-white-dunyada-1-den-1-i-1222610252/detay,31
Brian May BMG Red Special Gitar,40.000 TL,"İstanbul
Pendik",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-brian-may-bmg-red-special-gitar-1222424385/detay,31
Sahibinden tertemizdir 3 ay kullanılmıştır,6.500 TL,"İstanbul
Beykoz",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sahibinden-tertemizdir-3-ay-kullanilmistir-1222608309/detay,31
Satılık kullanılmamış bi anlık gazla aldım satmak istiyorum,15.000 TL,"Kahramanmaraş
Göksun",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-satilik-kullanilmamis-bi-anlik-gazla-aldim-satmak-istiyorum-1222428345/detay,31
Cort Source BV Semi Hollow Elektro Gitar TAKAS YOK,22.000 TL,"İzmir
Çiğli",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-source-bv-semi-hollow-elektro-gitar-takas-yok-1060166185/detay,31
Campbell elektro gitar,6.000 TL,"Manisa
Yunusemre",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-campbell-elektro-gitar-1222592728/detay,31
Vintage Japon İbanez AR30,36.000 TL,"Çanakkale
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-vintage-japon-ibanez-ar30-1163135715/detay,31
Fender Vintera Stratocaster Meksika,40.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-vintera-stratocaster-meksika-1222592078/detay,31
Gibson usa 1960 reissue,88.000 TL,"Çanakkale
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-usa-1960-reissue-1209168100/detay,32
EŞSİZ KORE IBANEZ S620 EXQM EMG TRANS GRAY BURST SIFIR AYARINDA,24.000 TL,"Denizli
Pamukkale",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-essiz-kore-ibanez-s620-exqm-emg-trans-gray-burst-sifir-ayarinda-1202270090/detay,32
Harley Benton Fusion-III HH FR Roasted FPU,25.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-harley-benton-fusion-iii-hh-fr-roasted-fpu-1222579380/detay,32
DBZ Barchetta FR7 7 Telli,48.000 TL,"Ankara
Keçiören",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-dbz-barchetta-fr7-7-telli-1222389212/detay,32
Epiphone Dot Elektro Gitar (Blackstar ID Core 10 V3 Amfi),25.000 TL,"İzmir
Balçova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-dot-elektro-gitar-blackstar-id-core-10-v3-amfi-1222386919/detay,32
,,,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-hsh-yok-sb2f-sifir-urun-son-alan-kazanir-elektro-temiz-846782010/detay,32
Behringer Elektro Gitar,8.900 TL,"Eskişehir
Odunpazarı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-behringer-elektro-gitar-1222565478/detay,32
Elektro gitar ve Amfi,3.200 TL,"Adana
Çukurova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-ve-amfi-1222378856/detay,32
İbanez RG470dx-tmn SIFIR,25.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg470dx-tmn-sifir-1224626003/detay,32
Elektro gitar,2.500 TL,"Bursa
Osmangazi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-1222561063/detay,32
